index,f_g_small_i_count,f_g_all_caps_wordcount,f_g_sentence_wo_cap_at_start,f_g_sentence_lower_at_start,f_g_fullstop_wo_whitespace_count,f_g_a_an_error_count,f_g_cont_punct_count,f_i_quotation_count,f_i_emoticons_count,f_i_happy_emoticons_count,f_i_question_count,f_i_exclamation_count,f_o_sentiment_score_neg,f_o_sentiment_score_neu,f_o_sentiment_score_pos,f_o_he_she_ratio,f_o_swear_word_count,f_d_character_count,f_d_word_count,f_d_sentence_count,f_d_punctuation_count,f_d_digit_count,f_d_uppercase_count,f_d_short_word_count,f_d_alphabet_count,f_d_contraction_count,f_d_word_without_vowels_count,f_d_hapax_legomenon_count,f_c_mean_word_length,f_c_mean_sentence_length,f_c_word_length_standard_deviation,f_c_sentence_length_standard_deviation,f_c_mean_word_frequency,f_c_lexical_diversity_coefficient,f_c_syntactic_complexity_coefficient,f_c_herdans_log_type_token_richness,f_p_pos_common_noun_ratio,f_p_pos_proper_noun_ratio,f_p_pos_base_adjective_ratio,f_p_pos_comparative_adjective_ratio,f_p_pos_superlative_adjective_ratio,f_p_pos_base_adverb_ratio,f_p_pos_comparative_adverb_ratio,f_p_pos_superlative_adverb_ratio,f_p_pos_infinitive_verb_ratio,f_p_pos_present_tense_1st_2nd_person_verb_ratio,f_p_pos_present_tense_3rd_person_verb_ratio,f_p_pos_past_tense_verb_ratio,f_p_pos_present_participle_verb_ratio,f_p_pos_past_participle_verb_ratio,f_p_pos_modal_auxiliary_verb_ratio,f_p_pos_pronoun_ratio,f_p_pos_genetive_ratio,f_p_pos_interjection_ratio,f_p_pos_foreign_word_ratio,f_p_pos_numeral_ratio,f_p_pos_parenthesis_ratio
426,0,30,1,0,0,0,1,21,0,0,8,15,0.34495053,0.56406254,0.090986945,0.75,2,3090,752,39,186,4,240,600,27,1,144,193,3.44,3.44,1.952,1.952,2.372,0.257,0.0,0.795,0.1,0.141,0.028,0.001,0.0,0.074,0.0,0.0,0.029,0.02,0.059,0.032,0.008,0.008,0.005,0.076,0.0,0.007,0.0,0.007,0.003
494,0,0,4,0,0,0,0,13,1,0,7,1,0.35302502,0.5370372,0.10993776,13.0,0,3075,720,43,169,0,91,521,24,0,119,179,3.55,3.55,2.206,2.206,2.384,0.249,0.0,0.788,0.146,0.044,0.053,0.003,0.001,0.061,0.0,0.0,0.018,0.013,0.019,0.057,0.022,0.022,0.006,0.119,0.0,0.0,0.001,0.001,0.0
1207,0,0,29,6,0,0,0,32,0,0,3,10,0.5228214,0.41189468,0.06528388,2.0,2,3081,778,69,218,0,89,588,24,0,135,209,3.348,3.348,2.101,2.101,2.534,0.269,0.0,0.803,0.138,0.023,0.027,0.001,0.001,0.04,0.0,0.001,0.031,0.021,0.006,0.091,0.019,0.012,0.009,0.167,0.0,0.001,0.001,0.001,0.0
2753,0,0,0,0,0,0,0,2,0,0,0,0,0.41280487,0.49741632,0.08977883,21.0,0,3007,622,27,82,0,33,407,27,0,33,181,3.998,3.998,2.254,2.254,2.221,0.291,0.0,0.808,0.18,0.013,0.056,0.011,0.0,0.059,0.01,0.0,0.034,0.006,0.011,0.079,0.024,0.019,0.008,0.101,0.0,0.0,0.0,0.0,0.003
2370,0,2,11,3,0,0,2,10,1,0,2,5,0.30537835,0.5670896,0.12753205,0.18181818181818182,2,3096,725,61,145,1,78,529,26,1,51,187,3.503,3.503,2.06,2.06,2.385,0.258,0.0,0.794,0.137,0.019,0.041,0.001,0.001,0.044,0.0,0.0,0.04,0.006,0.01,0.091,0.022,0.012,0.017,0.132,0.0,0.001,0.0,0.008,0.001
1208,0,0,7,2,0,0,0,9,0,0,1,10,0.25384685,0.6200787,0.12607445,0.16666666666666666,0,3042,671,39,136,0,75,464,26,1,53,245,3.765,3.765,2.239,2.239,2.003,0.365,0.0,0.845,0.176,0.054,0.046,0.004,0.0,0.043,0.001,0.0,0.021,0.0,0.013,0.076,0.021,0.024,0.004,0.073,0.0,0.001,0.0,0.001,0.006
2913,0,4,3,1,0,0,2,3,2,0,1,0,0.18299492,0.5511263,0.2658788,0.15384615384615385,0,3098,761,43,149,2,120,586,26,0,116,184,3.336,3.336,2.087,2.087,2.455,0.242,0.0,0.786,0.114,0.05,0.05,0.004,0.0,0.085,0.001,0.0,0.037,0.028,0.021,0.037,0.008,0.007,0.012,0.139,0.0,0.001,0.004,0.007,0.003
3091,0,1,4,0,0,0,0,4,0,0,2,3,0.618407,0.33053437,0.051058635,0.5384615384615384,1,3054,644,32,87,0,66,439,26,0,39,198,3.91,3.91,2.335,2.335,2.161,0.307,0.0,0.818,0.174,0.039,0.067,0.0,0.003,0.056,0.0,0.0,0.043,0.011,0.002,0.082,0.025,0.016,0.005,0.092,0.0,0.0,0.0,0.003,0.0
2798,0,0,8,1,0,0,1,7,1,1,0,2,0.2898569,0.5093722,0.20077088,0.05555555555555555,4,3058,649,36,88,3,72,432,26,0,58,226,3.898,3.898,2.332,2.332,2.003,0.348,0.0,0.837,0.199,0.054,0.04,0.006,0.002,0.042,0.0,0.0,0.018,0.018,0.054,0.02,0.034,0.012,0.003,0.089,0.0,0.0,0.0,0.006,0.002
3479,0,0,0,0,0,0,0,1,0,0,1,0,0.35302094,0.49197266,0.1550064,13.0,2,2983,691,38,95,0,96,527,25,1,80,172,3.454,3.454,2.049,2.049,2.334,0.249,0.0,0.787,0.101,0.023,0.041,0.003,0.003,0.093,0.0,0.0,0.077,0.036,0.042,0.029,0.013,0.01,0.02,0.159,0.0,0.001,0.0,0.003,0.0
1239,0,0,30,4,0,0,7,25,2,2,14,16,0.5806214,0.38013652,0.03924207,1.875,4,3082,715,63,180,2,96,506,27,1,113,197,3.676,3.676,2.311,2.311,2.407,0.276,0.0,0.804,0.166,0.069,0.057,0.0,0.0,0.039,0.0,0.0,0.028,0.01,0.011,0.073,0.025,0.006,0.0,0.092,0.0,0.001,0.0,0.007,0.001
2045,0,0,27,3,0,0,0,24,0,0,10,9,0.5716168,0.3729247,0.055458486,0.36363636363636365,2,3064,763,73,181,0,98,572,27,0,109,177,3.362,3.362,2.069,2.069,2.552,0.232,0.0,0.78,0.134,0.038,0.05,0.0,0.0,0.043,0.001,0.0,0.039,0.025,0.012,0.066,0.014,0.009,0.008,0.125,0.0,0.003,0.0,0.001,0.0
2471,0,1,7,0,0,0,1,7,0,0,5,0,0.1774459,0.6338877,0.18866636,0.9090909090909091,2,3044,669,37,114,0,70,452,27,0,64,219,3.791,3.791,2.371,2.371,2.172,0.327,0.0,0.828,0.161,0.052,0.034,0.003,0.0,0.049,0.0,0.0,0.054,0.012,0.006,0.064,0.028,0.01,0.015,0.115,0.0,0.0,0.0,0.003,0.006
275,0,0,24,0,0,1,0,24,0,0,8,0,0.10516764,0.6146611,0.28017125,3.0,0,3073,706,57,168,0,100,482,27,0,100,204,3.698,3.698,2.276,2.276,2.285,0.289,0.0,0.811,0.149,0.082,0.044,0.003,0.0,0.052,0.001,0.0,0.02,0.013,0.011,0.067,0.027,0.02,0.006,0.054,0.0,0.001,0.0,0.011,0.0
489,0,1,2,0,0,0,1,7,0,0,7,0,0.3524697,0.52302307,0.12450724,0.125,1,3049,668,34,121,3,89,482,25,0,78,208,3.743,3.743,2.306,2.306,2.107,0.311,0.0,0.821,0.151,0.057,0.048,0.004,0.001,0.055,0.001,0.0,0.04,0.009,0.004,0.067,0.016,0.013,0.015,0.093,0.0,0.0,0.0,0.007,0.0
3292,0,0,15,1,0,0,1,14,0,0,8,6,0.11182923,0.5605,0.32767072,11.0,1,3005,713,47,195,2,79,521,28,1,131,184,3.555,3.555,2.321,2.321,2.433,0.258,0.0,0.794,0.129,0.048,0.045,0.003,0.001,0.062,0.0,0.001,0.036,0.028,0.028,0.045,0.028,0.011,0.004,0.118,0.0,0.001,0.001,0.003,0.003
1229,0,0,23,3,0,0,1,26,0,0,17,1,0.55024093,0.39743024,0.052328806,0.3333333333333333,3,3029,708,53,190,0,84,517,27,0,124,184,3.654,3.654,2.405,2.405,2.441,0.26,0.0,0.795,0.137,0.045,0.047,0.006,0.0,0.055,0.003,0.0,0.035,0.02,0.006,0.075,0.02,0.011,0.017,0.127,0.0,0.001,0.001,0.003,0.003
690,0,42,3,0,0,1,3,11,0,0,7,17,0.6924351,0.2804661,0.02709884,3.0,5,3000,686,31,133,19,248,508,26,0,134,170,3.609,3.609,2.261,2.261,2.287,0.248,0.0,0.786,0.147,0.12,0.028,0.0,0.004,0.048,0.0,0.0,0.047,0.031,0.042,0.016,0.015,0.004,0.01,0.12,0.0,0.003,0.0,0.004,0.015
3236,0,1,14,2,0,0,2,15,0,0,7,6,0.39027372,0.50405854,0.10566772,2.7142857142857144,0,3050,695,55,144,0,86,487,27,0,74,170,3.681,3.681,2.374,2.374,2.565,0.245,0.0,0.785,0.147,0.066,0.043,0.001,0.001,0.042,0.001,0.0,0.024,0.013,0.019,0.071,0.023,0.007,0.006,0.125,0.0,0.003,0.0,0.009,0.003
2545,0,6,23,1,0,0,0,24,0,0,10,3,0.22648317,0.591693,0.18182388,2.75,0,2964,709,60,198,1,101,528,28,1,103,211,3.537,3.537,2.276,2.276,2.317,0.298,0.0,0.815,0.148,0.065,0.034,0.001,0.006,0.049,0.001,0.0,0.023,0.008,0.006,0.069,0.021,0.013,0.008,0.079,0.0,0.003,0.0,0.004,0.0
1874,0,0,7,0,0,0,1,8,0,0,1,1,0.17799157,0.5764663,0.24554212,0.4166666666666667,3,3091,677,20,101,4,64,494,26,0,62,149,3.753,3.753,1.901,1.901,2.655,0.22,0.0,0.768,0.155,0.075,0.035,0.0,0.0,0.053,0.003,0.0,0.025,0.015,0.006,0.108,0.01,0.03,0.012,0.133,0.0,0.0,0.0,0.003,0.0
1945,0,1,18,2,0,0,0,17,0,0,3,0,0.49520352,0.44693506,0.057861444,0.46153846153846156,0,3078,716,48,131,2,71,538,26,0,90,158,3.574,3.574,2.119,2.119,2.576,0.221,0.0,0.77,0.135,0.035,0.025,0.003,0.0,0.075,0.001,0.0,0.049,0.018,0.007,0.091,0.014,0.02,0.01,0.123,0.0,0.001,0.0,0.003,0.0
1780,0,0,9,0,0,0,1,9,0,0,0,3,0.25559336,0.54715645,0.19725017,1.5454545454545454,1,3031,663,42,106,0,60,466,26,0,47,199,3.771,3.771,2.116,2.116,2.174,0.3,0.0,0.815,0.161,0.03,0.039,0.0,0.0,0.06,0.0,0.0,0.032,0.012,0.005,0.098,0.012,0.026,0.008,0.13,0.0,0.002,0.0,0.008,0.0
3362,0,0,14,2,0,1,0,15,0,0,5,1,0.2779222,0.6159465,0.106131315,0.5,0,3039,667,39,119,0,74,471,27,0,53,203,3.783,3.783,2.233,2.233,2.145,0.304,0.0,0.817,0.136,0.054,0.037,0.001,0.0,0.054,0.001,0.0,0.043,0.003,0.015,0.07,0.022,0.031,0.019,0.097,0.0,0.0,0.0,0.006,0.0
2647,0,2,16,1,0,0,0,17,0,0,3,1,0.11631521,0.57117504,0.31250972,0.8,0,3041,759,50,173,0,107,595,25,1,134,179,3.328,3.328,1.931,1.931,2.582,0.236,0.0,0.782,0.104,0.042,0.042,0.003,0.0,0.07,0.004,0.0,0.03,0.024,0.024,0.063,0.014,0.004,0.011,0.15,0.0,0.003,0.001,0.001,0.0
1058,0,6,20,1,0,1,5,18,0,0,5,13,0.22827403,0.38453734,0.38718858,0.2857142857142857,0,3071,753,69,291,6,163,581,26,0,152,186,3.445,3.445,2.383,2.383,2.406,0.247,0.0,0.789,0.127,0.077,0.048,0.0,0.001,0.039,0.0,0.0,0.021,0.013,0.02,0.064,0.009,0.012,0.004,0.066,0.0,0.007,0.0,0.013,0.011
118,0,3,11,0,0,0,0,14,0,0,6,1,0.6602568,0.29935533,0.04038787,20.0,14,3036,688,18,121,0,80,516,26,1,77,149,3.64,3.64,1.925,1.925,2.626,0.217,0.0,0.766,0.126,0.086,0.035,0.003,0.001,0.06,0.0,0.001,0.055,0.009,0.004,0.084,0.026,0.007,0.012,0.096,0.0,0.0,0.0,0.003,0.0
1024,0,0,12,1,0,0,1,12,0,0,4,0,0.30373845,0.5810484,0.11521317,12.0,1,3056,687,43,168,1,60,491,27,1,75,219,3.713,3.713,2.263,2.263,2.202,0.319,0.0,0.825,0.163,0.048,0.054,0.0,0.0,0.067,0.0,0.0,0.019,0.007,0.006,0.079,0.022,0.017,0.0,0.07,0.0,0.001,0.0,0.003,0.003
3198,0,0,31,0,0,0,0,35,0,0,11,3,0.30706757,0.56548434,0.12744808,2.4285714285714284,0,3098,769,70,224,0,119,550,26,0,161,161,3.459,3.459,2.191,2.191,2.679,0.209,0.0,0.765,0.116,0.07,0.034,0.001,0.0,0.069,0.001,0.0,0.029,0.026,0.01,0.079,0.005,0.009,0.01,0.101,0.0,0.001,0.0,0.004,0.0
281,0,0,8,0,0,0,0,9,0,0,8,3,0.28420913,0.57068866,0.14510216,14.0,1,3055,677,41,126,0,56,470,27,0,69,196,3.775,3.775,2.317,2.317,2.205,0.29,0.0,0.81,0.16,0.035,0.052,0.003,0.001,0.081,0.003,0.0,0.04,0.019,0.007,0.066,0.03,0.012,0.007,0.099,0.0,0.001,0.0,0.0,0.0
2247,0,1,30,3,0,0,0,31,0,0,12,10,0.2340348,0.50729674,0.25866845,0.4,0,3093,780,72,237,0,110,584,26,0,161,154,3.385,3.385,2.138,2.138,2.796,0.197,0.0,0.756,0.136,0.072,0.038,0.0,0.003,0.06,0.0,0.0,0.041,0.035,0.018,0.055,0.013,0.006,0.006,0.114,0.0,0.006,0.0,0.003,0.0
1316,0,0,13,0,0,0,0,13,0,0,1,0,0.10326038,0.6191967,0.27754295,3.0,0,3080,736,43,116,0,87,563,26,0,116,191,3.421,3.421,2.062,2.062,2.445,0.26,0.0,0.796,0.139,0.035,0.018,0.003,0.0,0.042,0.0,0.001,0.029,0.023,0.005,0.103,0.027,0.007,0.003,0.173,0.0,0.001,0.0,0.003,0.0
2968,0,3,10,2,0,0,0,15,0,0,3,8,0.36026847,0.5081601,0.13157138,2.0,0,3069,737,41,187,0,118,551,26,2,126,217,3.486,3.486,2.196,2.196,2.227,0.294,0.0,0.815,0.157,0.057,0.056,0.001,0.001,0.045,0.001,0.0,0.023,0.019,0.019,0.052,0.012,0.015,0.001,0.096,0.0,0.001,0.001,0.011,0.0
968,0,2,31,6,0,0,8,22,0,0,8,6,0.42572746,0.49819866,0.07607395,0.6,0,3057,757,68,195,0,131,571,25,0,101,196,3.402,3.402,2.067,2.067,2.466,0.259,0.0,0.796,0.112,0.089,0.024,0.004,0.001,0.052,0.0,0.0,0.034,0.015,0.016,0.074,0.017,0.011,0.015,0.104,0.0,0.003,0.001,0.007,0.0
1665,0,0,18,0,0,0,0,21,0,0,1,2,0.19450222,0.60606396,0.19943383,4.5,1,3011,675,50,144,0,98,487,27,0,89,203,3.766,3.766,2.428,2.428,2.206,0.301,0.0,0.816,0.141,0.081,0.04,0.001,0.007,0.049,0.003,0.0,0.031,0.01,0.009,0.076,0.03,0.024,0.01,0.067,0.0,0.0,0.0,0.003,0.0
1878,0,4,11,0,0,0,0,12,0,0,8,2,0.50035936,0.4500584,0.049582236,17.0,9,2726,641,21,134,0,99,479,25,0,89,136,3.523,3.523,1.915,1.915,2.671,0.212,0.0,0.76,0.122,0.112,0.019,0.005,0.002,0.045,0.002,0.002,0.047,0.006,0.005,0.081,0.027,0.008,0.008,0.086,0.0,0.0,0.0,0.006,0.0
1929,0,0,13,1,0,0,1,12,0,0,2,6,0.30553102,0.58591443,0.108554594,0.5384615384615384,2,3098,727,51,139,0,63,537,27,0,62,203,3.521,3.521,2.117,2.117,2.353,0.279,0.0,0.806,0.136,0.026,0.036,0.0,0.001,0.045,0.0,0.0,0.041,0.011,0.006,0.087,0.017,0.021,0.011,0.128,0.0,0.001,0.0,0.006,0.0
2215,0,0,33,1,0,0,1,33,0,0,8,9,0.3670506,0.5547987,0.078150705,5.0,0,3049,793,69,232,2,117,598,24,6,154,186,3.291,3.291,2.089,2.089,2.575,0.235,0.0,0.783,0.145,0.082,0.03,0.001,0.0,0.028,0.003,0.001,0.038,0.021,0.004,0.061,0.02,0.005,0.005,0.087,0.0,0.004,0.0,0.004,0.0
619,0,3,29,2,0,0,2,37,0,0,8,14,0.3991929,0.5055283,0.09527886,0.5,6,3086,747,60,225,2,114,549,26,1,127,178,3.552,3.552,2.358,2.358,2.515,0.238,0.0,0.783,0.133,0.067,0.029,0.0,0.0,0.039,0.0,0.0,0.028,0.02,0.005,0.083,0.013,0.013,0.007,0.082,0.0,0.0,0.001,0.007,0.003
1742,0,0,4,0,0,0,0,5,0,0,3,1,0.49341872,0.4096673,0.096914,18.0,0,3078,719,52,133,0,92,533,26,0,101,179,3.498,3.498,2.233,2.233,2.497,0.249,0.0,0.789,0.136,0.031,0.072,0.0,0.001,0.053,0.001,0.0,0.035,0.021,0.001,0.083,0.014,0.018,0.006,0.152,0.0,0.001,0.0,0.001,0.0
3140,0,0,18,0,0,1,0,19,0,0,5,1,0.18211912,0.6972628,0.12061808,0.5454545454545454,0,3084,722,67,161,0,112,521,27,0,106,198,3.572,3.572,2.284,2.284,2.285,0.274,0.0,0.803,0.112,0.072,0.043,0.0,0.0,0.042,0.0,0.0,0.043,0.015,0.004,0.083,0.018,0.004,0.011,0.116,0.0,0.004,0.0,0.006,0.0
155,0,0,16,2,0,0,0,21,0,0,3,2,0.20061408,0.6087634,0.19062255,0.4117647058823529,1,3058,672,45,172,3,73,449,27,0,92,191,3.89,3.89,2.54,2.54,2.317,0.284,0.0,0.807,0.143,0.064,0.051,0.003,0.0,0.062,0.0,0.0,0.018,0.013,0.004,0.103,0.031,0.013,0.001,0.095,0.0,0.0,0.0,0.004,0.0
3815,0,0,16,0,0,0,0,14,0,0,6,1,0.33512172,0.6018885,0.062989764,0.6666666666666666,0,3043,726,45,114,0,77,546,27,0,83,148,3.446,3.446,1.822,1.822,2.719,0.204,0.0,0.759,0.129,0.047,0.037,0.001,0.004,0.047,0.001,0.0,0.034,0.012,0.021,0.096,0.021,0.008,0.011,0.15,0.0,0.0,0.001,0.007,0.0
1655,0,0,25,1,0,0,0,24,0,0,9,5,0.43451104,0.4913086,0.0741803,10.0,2,3095,727,56,175,0,96,530,26,1,125,196,3.618,3.618,2.507,2.507,2.399,0.27,0.0,0.801,0.149,0.063,0.066,0.004,0.003,0.054,0.0,0.004,0.026,0.019,0.015,0.066,0.017,0.012,0.008,0.095,0.001,0.0,0.0,0.0,0.0
2359,0,0,9,0,0,0,0,17,0,0,15,2,0.28930384,0.5576953,0.15300083,5.25,3,3097,766,49,199,0,122,582,27,0,145,171,3.392,3.392,2.25,2.25,2.66,0.223,0.0,0.774,0.108,0.061,0.037,0.0,0.001,0.038,0.001,0.0,0.051,0.033,0.013,0.052,0.014,0.004,0.009,0.142,0.0,0.003,0.0,0.0,0.0
304,0,3,5,1,0,0,0,5,0,0,6,3,0.3465553,0.5408962,0.11254848,0.18181818181818182,4,3087,743,42,142,0,96,559,27,3,125,183,3.41,3.41,2.118,2.118,2.527,0.246,0.0,0.788,0.139,0.044,0.036,0.001,0.001,0.078,0.001,0.0,0.039,0.028,0.036,0.02,0.031,0.013,0.011,0.121,0.0,0.001,0.0,0.003,0.0
2480,0,0,14,0,0,0,1,15,0,0,3,0,0.17027974,0.6532236,0.17649671,0.36363636363636365,2,3042,666,37,130,0,49,448,27,0,63,210,3.841,3.841,2.374,2.374,2.128,0.315,0.0,0.822,0.182,0.021,0.053,0.003,0.0,0.044,0.002,0.0,0.026,0.015,0.005,0.074,0.038,0.015,0.005,0.084,0.0,0.0,0.0,0.006,0.003
3251,0,0,7,1,0,0,2,6,0,0,0,0,0.1729586,0.6013184,0.22572301,2.5,0,3068,693,14,86,0,71,514,25,0,98,156,3.645,3.645,2.0,2.0,2.615,0.225,0.0,0.772,0.165,0.065,0.046,0.001,0.004,0.055,0.001,0.0,0.026,0.014,0.006,0.088,0.009,0.014,0.006,0.123,0.0,0.0,0.0,0.004,0.0
2138,0,1,6,0,0,0,1,7,0,0,0,0,0.34632805,0.52896285,0.12470913,1.3846153846153846,1,3034,693,34,119,6,67,491,28,0,80,205,3.638,3.638,2.234,2.234,2.287,0.296,0.0,0.814,0.159,0.052,0.046,0.007,0.001,0.058,0.003,0.0,0.036,0.012,0.007,0.078,0.013,0.01,0.006,0.113,0.0,0.0,0.0,0.004,0.003
3452,0,0,10,0,0,0,0,12,0,0,1,0,0.07242856,0.57436484,0.3532066,1.0769230769230769,0,3062,683,45,106,0,56,478,26,0,64,218,3.69,3.69,2.124,2.124,2.168,0.319,0.0,0.825,0.173,0.01,0.038,0.004,0.003,0.047,0.0,0.0,0.018,0.019,0.004,0.083,0.025,0.018,0.004,0.155,0.0,0.0,0.0,0.001,0.0
1307,0,2,9,0,0,0,0,10,0,0,7,1,0.36779046,0.49608442,0.13612507,0.8,1,2980,770,45,160,0,99,602,25,0,144,153,3.187,3.187,1.97,1.97,2.76,0.199,0.0,0.757,0.105,0.025,0.045,0.008,0.003,0.061,0.001,0.0,0.062,0.026,0.008,0.055,0.013,0.01,0.019,0.165,0.0,0.003,0.0,0.001,0.0
2880,0,0,18,2,0,0,1,17,0,0,2,1,0.34503528,0.59324807,0.061716694,0.5,1,3093,730,56,170,0,90,518,27,0,88,206,3.568,3.568,2.238,2.238,2.317,0.282,0.0,0.808,0.171,0.056,0.038,0.003,0.003,0.053,0.001,0.0,0.032,0.012,0.008,0.078,0.012,0.015,0.008,0.078,0.0,0.0,0.0,0.003,0.003
575,0,0,11,0,0,0,3,10,0,0,3,3,0.34921804,0.5205845,0.13019744,0.8333333333333334,3,3059,727,53,136,0,83,532,27,0,87,173,3.487,3.487,2.045,2.045,2.498,0.238,0.0,0.782,0.125,0.056,0.034,0.003,0.0,0.056,0.0,0.0,0.044,0.007,0.006,0.088,0.026,0.022,0.006,0.118,0.0,0.001,0.0,0.004,0.006
3086,0,0,13,1,0,0,0,11,0,0,7,2,0.37005696,0.56999665,0.05994643,0.75,5,3082,660,45,139,0,96,455,26,1,81,189,3.921,3.921,2.418,2.418,2.23,0.286,0.0,0.807,0.144,0.056,0.048,0.008,0.0,0.065,0.003,0.0,0.033,0.015,0.009,0.064,0.03,0.017,0.012,0.094,0.0,0.0,0.0,0.006,0.0
3280,0,0,23,2,0,0,0,24,0,0,9,0,0.26243076,0.622781,0.114788264,1.05,1,3037,743,46,154,0,62,571,25,0,99,177,3.408,3.408,2.015,2.015,2.553,0.238,0.0,0.783,0.122,0.015,0.017,0.0,0.001,0.059,0.001,0.0,0.048,0.019,0.005,0.074,0.028,0.016,0.016,0.164,0.0,0.0,0.0,0.001,0.0
3345,0,1,4,1,0,0,0,3,0,0,0,2,0.33790857,0.5832342,0.07885734,6.0,1,3091,628,39,89,3,63,401,27,0,33,208,4.068,4.068,2.334,2.334,2.093,0.331,0.0,0.828,0.188,0.041,0.054,0.005,0.0,0.046,0.0,0.002,0.014,0.008,0.0,0.083,0.024,0.025,0.003,0.08,0.0,0.0,0.002,0.005,0.0
1706,0,3,3,1,0,0,1,3,0,0,0,7,0.39241523,0.44311872,0.16446607,0.125,5,2999,651,39,199,2,90,447,27,2,102,173,3.799,3.799,4.507,4.507,2.284,0.266,0.0,0.795,0.14,0.031,0.048,0.005,0.002,0.063,0.003,0.0,0.034,0.023,0.011,0.061,0.029,0.018,0.012,0.138,0.0,0.0,0.0,0.006,0.0
2354,0,2,29,2,0,1,2,30,0,0,6,5,0.4283185,0.5043115,0.067370005,0.5789473684210527,1,3092,762,77,208,0,127,574,27,1,131,210,3.448,3.448,2.219,2.219,2.482,0.276,0.0,0.806,0.136,0.066,0.041,0.003,0.0,0.035,0.003,0.0,0.024,0.012,0.007,0.093,0.022,0.005,0.001,0.106,0.0,0.0,0.0,0.008,0.0
1299,0,1,25,8,0,0,2,17,0,0,8,1,0.2226747,0.6557262,0.12159917,1.7272727272727273,1,3015,705,63,156,0,64,505,26,2,84,168,3.589,3.589,2.227,2.227,2.482,0.238,0.0,0.781,0.143,0.026,0.023,0.0,0.001,0.052,0.0,0.0,0.038,0.01,0.01,0.085,0.023,0.013,0.01,0.113,0.0,0.003,0.0,0.004,0.0
132,0,8,9,2,0,0,1,5,0,0,1,4,0.020235695,0.2097128,0.7700515,0.21428571428571427,2,3077,663,43,113,1,109,451,27,2,59,195,3.843,3.843,2.394,2.394,2.174,0.294,0.0,0.812,0.148,0.066,0.041,0.009,0.003,0.071,0.003,0.002,0.041,0.008,0.005,0.062,0.024,0.014,0.008,0.1,0.0,0.002,0.0,0.005,0.0
3182,0,0,25,1,0,0,0,24,0,0,9,5,0.43451104,0.4913086,0.0741803,10.0,2,3095,727,56,175,0,96,530,26,1,125,196,3.618,3.618,2.507,2.507,2.399,0.27,0.0,0.801,0.149,0.063,0.066,0.004,0.003,0.054,0.0,0.004,0.026,0.019,0.015,0.066,0.017,0.012,0.008,0.095,0.001,0.0,0.0,0.0,0.0
2620,0,7,10,0,0,0,1,9,0,0,4,3,0.44796267,0.4684049,0.08363244,1.125,1,2886,617,45,145,0,102,417,27,1,80,165,3.958,3.958,2.705,2.705,2.244,0.267,0.0,0.795,0.165,0.073,0.047,0.002,0.0,0.058,0.0,0.0,0.034,0.018,0.021,0.063,0.021,0.01,0.015,0.088,0.002,0.0,0.0,0.002,0.0
843,0,0,4,0,0,0,0,11,0,0,3,2,0.32026666,0.585415,0.09431835,1.5714285714285714,0,3010,670,44,141,0,97,461,25,0,64,211,3.746,3.746,2.179,2.179,2.248,0.315,0.0,0.822,0.142,0.039,0.048,0.0,0.001,0.049,0.001,0.0,0.04,0.015,0.007,0.084,0.018,0.013,0.015,0.104,0.0,0.0,0.0,0.009,0.0
1801,0,1,7,0,0,0,0,14,0,0,2,8,0.4953233,0.43809155,0.066585146,7.0,1,3061,728,43,163,0,99,512,27,1,108,195,3.518,3.518,2.216,2.216,2.419,0.268,0.0,0.8,0.15,0.063,0.037,0.0,0.001,0.043,0.001,0.0,0.03,0.019,0.007,0.071,0.016,0.016,0.011,0.098,0.0,0.003,0.0,0.001,0.0
1628,0,0,4,1,0,0,0,7,0,0,4,1,0.36266765,0.51262325,0.12470914,17.0,0,3060,653,36,86,0,59,450,27,0,44,197,3.865,3.865,2.222,2.222,2.177,0.302,0.0,0.815,0.191,0.052,0.064,0.002,0.005,0.057,0.003,0.0,0.028,0.008,0.0,0.084,0.017,0.006,0.012,0.063,0.0,0.002,0.0,0.003,0.0
2436,0,0,5,1,0,0,1,4,0,0,6,1,0.450815,0.4681276,0.08105741,0.1111111111111111,0,3081,697,53,131,0,76,489,27,0,99,204,3.628,3.628,2.329,2.329,2.3,0.293,0.0,0.812,0.165,0.013,0.047,0.001,0.0,0.024,0.001,0.0,0.044,0.013,0.0,0.092,0.022,0.019,0.007,0.146,0.0,0.001,0.0,0.003,0.0
269,0,0,14,2,0,1,0,15,0,0,5,1,0.2779222,0.6159465,0.106131315,0.5,0,3039,667,39,119,0,74,471,27,0,53,203,3.783,3.783,2.233,2.233,2.145,0.304,0.0,0.817,0.136,0.054,0.037,0.001,0.0,0.054,0.001,0.0,0.043,0.003,0.015,0.07,0.022,0.031,0.019,0.097,0.0,0.0,0.0,0.006,0.0
629,0,3,21,1,0,0,2,21,1,0,2,10,0.12733723,0.43611,0.4365528,0.8125,2,3043,725,61,187,4,94,555,27,0,84,199,3.516,3.516,2.446,2.446,2.339,0.274,0.0,0.804,0.137,0.057,0.037,0.0,0.0,0.058,0.0,0.0,0.026,0.01,0.011,0.083,0.022,0.008,0.003,0.114,0.0,0.008,0.0,0.011,0.004
